created_at,Instrument,GV1_DATE,expected_tp,Pcase,GEN_VAL3,3.75,4.0,4.25,4.5,4.75,5.0,5.25,5.5,5.75,6.0,datehour,date
2022-11-02 23:00:05.036545,USIRP25F2=R,2022-12-14,4.4725,236.32,3.125,,,,61.0,39.0,,,,,,2022-11-02_23,2022-11-02
2022-11-02 23:00:05.036545,USIRP25F3=R,2023-02-01,4.8406,147.26,3.125,,,,,13.8,86.2,,,,,2022-11-02_23,2022-11-02
2022-11-02 23:00:05.036545,USIRP25F4=R,2023-03-22,5.005,65.74000000000001,3.125,,,,,4.7,38.6,56.7,,,,2022-11-02_23,2022-11-02
2022-11-02 23:00:05.036545,USIRP25F5=R,2023-05-03,5.0687,25.46400000000005,3.125,,,,,3.5,30.0,52.1,14.4,,,2022-11-02_23,2022-11-02
2022-11-02 23:00:05.036545,USIRP25F6=R,2023-06-14,5.0482,8.196000000000026,3.125,,,,0.3,5.7,31.8,49.0,13.3,,,2022-11-02_23,2022-11-02
2022-11-02 23:00:05.036545,USIRP25F7=R,2023-07-26,4.9975,20.26800000000003,3.125,,,0.1,1.4,11.0,35.3,41.8,10.6,,,2022-11-02_23,2022-11-02
2022-11-02 23:00:05.036545,USIRP25F8=R,2023-09-20,4.9225,30.0,3.125,,0.0,0.5,4.3,18.3,37.2,32.4,7.4,,,2022-11-02_23,2022-11-02
2022-11-02 23:00:05.036545,USIRP25F9=R,2023-11-01,4.8061,46.55200000000002,3.125,0.0,0.2,2.2,10.8,27.1,35.0,20.8,4.0,,,2022-11-02_23,2022-11-02
2022-11-02 23:00:05.036545,USIRP25F10=R,2023-12-13,4.6922,45.548,3.125,0.1,1.1,6.1,18.2,30.7,28.5,13.1,2.2,,,2022-11-02_23,2022-11-02
2022-11-03 23:00:04.508544,USIRP25F1=R,2022-12-14,4.5138,,3.875,,,,44.5,55.5,,,,,,2022-11-03_23,2022-11-03
2022-11-03 23:00:04.508544,USIRP25F2=R,2023-02-01,4.9182,161.776,3.875,,,,,,82.7,17.3,,,,2022-11-03_23,2022-11-03
2022-11-03 23:00:04.508544,USIRP25F3=R,2023-03-22,5.1088,76.22399999999999,3.875,,,,,,19.7,67.2,13.2,,,2022-11-03_23,2022-11-03
2022-11-03 23:00:04.508544,USIRP25F4=R,2023-05-03,5.2029,37.644000000000005,3.875,,,,,,12.3,49.3,33.5,5.0,,2022-11-03_23,2022-11-03
2022-11-03 23:00:04.508544,USIRP25F5=R,2023-06-14,5.2115,3.47199999999998,3.875,,,,,,11.8,48.0,34.0,5.9,0.2,2022-11-03_23,2022-11-03
2022-11-03 23:00:04.508544,USIRP25F6=R,2023-07-26,5.1788,13.115999999999984,3.875,,,,,1.6,16.6,46.2,30.4,5.2,0.1,2022-11-03_23,2022-11-03
2022-11-03 23:00:04.508544,USIRP25F7=R,2023-09-20,5.1338,18.0,3.875,,,,0.3,4.3,21.9,43.3,25.8,4.3,0.1,2022-11-03_23,2022-11-03
2022-11-03 23:00:04.508544,USIRP25F8=R,2023-11-01,5.0381,38.27600000000001,3.875,,,0.1,1.8,11.0,30.1,36.6,17.6,2.7,0.1,2022-11-03_23,2022-11-03
2022-11-03 23:00:04.508544,USIRP25F9=R,2023-12-13,4.9402,39.13599999999997,3.875,,,0.8,5.4,18.5,32.7,29.2,11.8,1.7,0.0,2022-11-03_23,2022-11-03
2022-11-04 23:00:05.985455,USIRP25F1=R,2022-12-14,4.5038,,3.875,,,,48.5,51.5,,,,,,2022-11-04_23,2022-11-04
2022-11-04 23:00:05.985455,USIRP25F2=R,2023-02-01,4.9082,161.776,3.875,,,,,,86.7,13.3,,,,2022-11-04_23,2022-11-04
2022-11-04 23:00:05.985455,USIRP25F3=R,2023-03-22,5.0988,76.22399999999999,3.875,,,,,,20.6,69.3,10.1,,,2022-11-04_23,2022-11-04
2022-11-04 23:00:05.985455,USIRP25F4=R,2023-05-03,5.1873,35.428,3.875,,,,,,13.3,52.0,31.1,3.6,,2022-11-04_23,2022-11-04
2022-11-04 23:00:05.985455,USIRP25F5=R,2023-06-14,5.1925,2.0720000000000027,3.875,,,,,,13.0,51.2,31.5,4.2,0.1,2022-11-04_23,2022-11-04
2022-11-04 23:00:05.985455,USIRP25F6=R,2023-07-26,5.1538,15.5,3.875,,,,,2.0,19.0,48.2,27.3,3.5,0.1,2022-11-04_23,2022-11-04
2022-11-04 23:00:05.985455,USIRP25F7=R,2023-09-20,5.1038,20.0,3.875,,,,0.4,5.4,24.8,44.0,22.5,2.8,0.1,2022-11-04_23,2022-11-04
2022-11-04 23:00:05.985455,USIRP25F8=R,2023-11-01,5.0029,40.344,3.875,,,0.2,2.4,13.2,32.5,35.3,14.6,1.7,0.0,2022-11-04_23,2022-11-04
2022-11-04 23:00:05.985455,USIRP25F9=R,2023-12-13,4.9053,39.01999999999998,3.875,,0.1,1.0,6.6,20.8,33.6,27.2,9.6,1.1,0.0,2022-11-04_23,2022-11-04
2022-11-05 23:00:05.496265,USIRP25F1=R,2022-12-14,4.4938,,3.875,,,,52.5,47.5,,,,,,2022-11-05_23,2022-11-05
2022-11-05 23:00:05.496265,USIRP25F2=R,2023-02-01,4.893,159.704,3.875,,,,,,92.8,7.2,,,,2022-11-05_23,2022-11-05
2022-11-05 23:00:05.496265,USIRP25F3=R,2023-03-22,5.0812,75.29599999999999,3.875,,,,,,22.9,71.7,5.4,,,2022-11-05_23,2022-11-05
2022-11-05 23:00:05.496265,USIRP25F4=R,2023-05-03,5.1754,37.644000000000005,3.875,,,,,,14.3,53.3,30.4,2.0,,2022-11-05_23,2022-11-05
